request_title,category,subcategory,urgency_level,priority_label,estimated_people_affected,location_city,location_state,deadline_hours,required_skills,required_items,volunteers_needed,is_medical_emergency,is_disaster_related,transport_required,contact_preference,task_type,effort_level,min_experience_level,shift_type,need_type,family_count,children_involved,elderly_involved,request_description
Medical Assistance Request – Nashik,medical,emergency_medical,critical,Critical,30,Nashik,Maharashtra,24,medical,,6,1,0,0,phone,emergency_medical,medium,beginner,any,emergency_medical,0,0,0,Medical emergency in Nashik. 30 patients need immediate attention. Doctors and nurses required within 24 hours
Mental Health Support – Visakhapatnam,mental_health,trauma_counseling,high,High,75,Visakhapatnam,Andhra Pradesh,4,counseling,,0,0,1,0,email,trauma_counseling,medium,experienced,any,trauma_counseling,0,0,0,Trauma counseling needed for 75 disaster survivors in Visakhapatnam. Need certified counselors. Situation is ASAP.
Women Safety Support – Surat,women_safety,shelter_support,high,High,200,Surat,Gujarat,4,counseling,,0,0,0,0,whatsapp,shelter_support,medium,beginner,any,shelter,0,1,0,Safe shelter needed for 200 women and children in Surat escaping domestic violence
Food Distribution Need – Coimbatore,food_relief,ration_distribution,high,High,600,Coimbatore,Tamil Nadu,12,,ration_packets,7,0,0,0,whatsapp,ration_distribution,medium,beginner,any,ration_distribution,150,0,0,Ration distribution for 150 poor families in Coimbatore. Need volunteers in 12 hours
Disaster Relief Support – Guwahati,disaster_relief,flood_relief,critical,Critical,30,Guwahati,Assam,4,,food|blankets,0,0,1,1,whatsapp,flood_relief,medium,beginner,any,disaster_relief,0,0,0,"Flood relief needed for 30 people in Guwahati, need food and blankets urgently within 4 hours. Situation is urgent now."
Logistics Volunteer Need – Bengaluru,logistics,relief_transport,high,High,0,Bengaluru,Karnataka,48,driving|logistics,,200,0,0,1,phone,relief_transport,medium,beginner,any,relief_transport,0,0,0,Relief materials stuck at warehouse in Bengaluru. Need 200 transport volunteers with vehicles within 48 hours. Situation is today.
Water & Sanitation Help – Ahmedabad,water_sanitation,sanitation,high,High,0,Ahmedabad,Gujarat,12,cleanup,,20,0,1,0,whatsapp,sanitation,medium,beginner,any,sanitation,0,0,0,Sanitation drive needed at flood relief camp in Ahmedabad. 20 volunteers required immediately
Medical Assistance Request – Mumbai,medical,medical_camp,medium,Medium,0,Mumbai,Maharashtra,72,medical,,50,0,0,0,email,medical_camp,medium,experienced,weekend,medical_camp,0,0,0,Free medical camp in Mumbai needs 50 volunteer doctors and paramedics this weekend. Situation is tomorrow.
Childcare Support – Mumbai,childcare,childcare_support,medium,Medium,200,Mumbai,Maharashtra,48,teaching|counseling,,20,0,0,0,email,childcare_support,medium,beginner,any,childcare_support,0,1,0,Childcare support needed at relief camp in Mumbai for 200 children while parents work. Situation is tomorrow.
Medical Assistance Request – Lucknow,medical,emergency_medical,critical,Critical,150,Lucknow,Uttar Pradesh,4,medical,,30,1,0,0,email,emergency_medical,medium,beginner,any,emergency_medical,0,0,0,Medical emergency in Lucknow. 150 patients need immediate attention. Doctors and nurses required within 4 hours. Situation is critical.
Disaster Relief Support – Indore,disaster_relief,rescue_operation,critical,Critical,75,Indore,Madhya Pradesh,6,rescue|driving,,0,0,1,1,whatsapp,rescue_operation,medium,beginner,any,rescue_operation,0,0,0,Landslide in Indore has displaced 75 people. Need rescue and relief within 6 hours
Mental Health Support – Visakhapatnam,mental_health,awareness_camp,low,Low,0,Visakhapatnam,Andhra Pradesh,72,counseling|teaching,,75,0,0,0,email,awareness_camp,medium,beginner,weekend,awareness_camp,0,0,0,Mental health awareness camp in Visakhapatnam needs 75 volunteer counselors this weekend
Mental Health Support – Indore,mental_health,trauma_counseling,high,High,150,Indore,Madhya Pradesh,4,counseling,,0,0,1,0,phone,trauma_counseling,medium,experienced,any,trauma_counseling,0,0,0,Trauma counseling needed for 150 disaster survivors in Indore. Need certified counselors. Situation is within 12 hours.
Medical Assistance Request – Delhi,medical,medical_camp,medium,Medium,0,Delhi,Delhi,72,medical,,30,0,0,0,email,medical_camp,medium,experienced,weekend,medical_camp,0,0,0,Free medical camp in Delhi needs 30 volunteer doctors and paramedics this weekend. Situation is within 48 hours.
Medical Assistance Request – Surat,medical,blood_donation,critical,Critical,0,Surat,Gujarat,6,,blood_donation,150,1,0,0,email,blood_donation,medium,beginner,any,blood_donation,0,0,0,Need 150 blood donors urgently in Surat. Patient in critical condition
Medical Assistance Request – Surat,medical,medical_camp,medium,Medium,0,Surat,Gujarat,72,medical,,30,0,0,0,email,medical_camp,medium,experienced,weekend,medical_camp,0,0,0,Free medical camp in Surat needs 30 volunteer doctors and paramedics this weekend
Disaster Relief Support – Coimbatore,disaster_relief,earthquake_relief,critical,Critical,30,Coimbatore,Tamil Nadu,12,,food|medicine|first_aid,0,1,1,1,email,earthquake_relief,medium,beginner,any,earthquake_relief,0,0,0,Earthquake relief camp in Coimbatore. 30 survivors need medical aid and food within 12 hours
Disaster Relief Support – Indore,disaster_relief,cyclone_relief,critical,Critical,800,Indore,Madhya Pradesh,6,,food|shelter|blankets,0,0,1,1,whatsapp,cyclone_relief,medium,beginner,any,cyclone_relief,200,0,0,Cyclone affected 200 families in Indore need immediate shelter and food. Urgent help needed in 6 hours
Shelter Support – Nashik,shelter,winter_relief,medium,Medium,75,Nashik,Maharashtra,48,,blankets|warm_clothing,0,0,0,0,whatsapp,winter_relief,medium,beginner,any,winter_relief,0,0,0,Winter clothing and blankets needed for 75 homeless people in Nashik. Situation is tomorrow.
Food Distribution Need – Ahmedabad,food_relief,ration_distribution,high,High,300,Ahmedabad,Gujarat,6,,ration_packets,3,0,0,0,whatsapp,ration_distribution,medium,beginner,any,ration_distribution,75,0,0,Ration distribution for 75 poor families in Ahmedabad. Need volunteers in 6 hours. Situation is today.
Logistics Volunteer Need – Delhi,logistics,relief_transport,high,High,0,Delhi,Delhi,48,driving|logistics,,75,0,0,1,whatsapp,relief_transport,medium,beginner,any,relief_transport,0,0,0,Relief materials stuck at warehouse in Delhi. Need 75 transport volunteers with vehicles within 48 hours
Medical Assistance Request – Pune,medical,vaccination_drive,medium,Medium,0,Pune,Maharashtra,48,medical|logistics,,200,0,0,0,email,vaccination_drive,medium,beginner,any,vaccination_drive,0,0,0,Need 200 volunteers to assist in COVID vaccination drive in Pune
Logistics Volunteer Need – Kolkata,logistics,relief_transport,high,High,0,Kolkata,West Bengal,12,driving|logistics,,75,0,0,1,whatsapp,relief_transport,medium,beginner,any,relief_transport,0,0,0,Relief materials stuck at warehouse in Kolkata. Need 75 transport volunteers with vehicles within 12 hours
Disaster Relief Support – Indore,disaster_relief,rescue_operation,critical,Critical,30,Indore,Madhya Pradesh,48,rescue|driving,,0,0,1,1,email,rescue_operation,medium,beginner,any,rescue_operation,0,0,0,Landslide in Indore has displaced 30 people. Need rescue and relief within 48 hours
Elderly Care Support – Bhopal,elderly_care,home_visits,medium,Medium,300,Bhopal,Madhya Pradesh,72,counseling,,100,0,0,0,phone,home_visits,medium,beginner,any,home_visits,0,0,1,Need 100 volunteers to visit and assist 300 elderly people living alone in Bhopal
Awareness Campaign – Bengaluru,awareness,health_awareness,medium,Medium,0,Bengaluru,Karnataka,72,teaching|counseling,,20,0,0,0,phone,health_awareness,medium,beginner,any,health_awareness,0,0,0,Awareness campaign about dengue fever prevention in Bengaluru. Need 20 volunteers. Situation is soon.
Mental Health Support – Jaipur,mental_health,trauma_counseling,high,High,50,Jaipur,Rajasthan,48,counseling,,0,0,1,0,phone,trauma_counseling,medium,experienced,any,trauma_counseling,0,0,0,Trauma counseling needed for 50 disaster survivors in Jaipur. Need certified counselors. Situation is ASAP.
Elderly Care Support – Bengaluru,elderly_care,care_home_support,medium,Medium,0,Bengaluru,Karnataka,48,counseling|medical,,30,0,0,0,email,care_home_support,medium,beginner,any,care_home_support,0,0,1,Elderly care home in Bengaluru needs 30 volunteers for daily assistance and companionship. Situation is within 48 hours.
Disaster Relief Support – Coimbatore,disaster_relief,rescue_operation,critical,Critical,20,Coimbatore,Tamil Nadu,72,rescue|driving,,0,0,1,1,phone,rescue_operation,medium,beginner,any,rescue_operation,0,0,0,Landslide in Coimbatore has displaced 20 people. Need rescue and relief within 72 hours. Situation is emergency.
Medical Assistance Request – Coimbatore,medical,blood_donation,critical,Critical,0,Coimbatore,Tamil Nadu,6,,blood_donation,20,1,0,0,email,blood_donation,medium,beginner,any,blood_donation,0,0,0,Need 20 blood donors urgently in Coimbatore. Patient in critical condition. Situation is immediately.
Logistics Volunteer Need – Patna,logistics,medicine_delivery,high,High,0,Patna,Bihar,8,driving|logistics,,20,1,0,1,email,medicine_delivery,medium,beginner,evening,medicine_delivery,0,0,0,Need 20 volunteers with bikes to deliver medicine in Patna tonight
Cleanup Drive – Ahmedabad,cleanup,community_cleanup,low,Low,0,Ahmedabad,Gujarat,96,cleanup,,50,0,0,0,phone,community_cleanup,medium,beginner,weekend,community_cleanup,0,0,0,Community cleanliness drive in Ahmedabad this Sunday. Need 50 enthusiastic volunteers
Mental Health Support – Jaipur,mental_health,awareness_camp,low,Low,0,Jaipur,Rajasthan,72,counseling|teaching,,20,0,0,0,email,awareness_camp,medium,beginner,weekend,awareness_camp,0,0,0,Mental health awareness camp in Jaipur needs 20 volunteer counselors this weekend
Cleanup Drive – Indore,cleanup,community_cleanup,low,Low,0,Indore,Madhya Pradesh,96,cleanup,,20,0,0,0,email,community_cleanup,medium,beginner,weekend,community_cleanup,0,0,0,Community cleanliness drive in Indore this Sunday. Need 20 enthusiastic volunteers
Shelter Support – Guwahati,shelter,temporary_shelter,high,High,600,Guwahati,Assam,4,,tarpaulin|blankets,30,0,1,0,email,temporary_shelter,medium,beginner,any,temporary_shelter,150,0,0,Need to set up temporary shelter for 150 displaced families in Guwahati. Volunteers needed urgently
Medical Assistance Request – Bengaluru,medical,emergency_medical,critical,Critical,20,Bengaluru,Karnataka,8,medical,,4,1,0,0,phone,emergency_medical,medium,beginner,any,emergency_medical,0,0,0,Medical emergency in Bengaluru. 20 patients need immediate attention. Doctors and nurses required within 8 hours
Medical Assistance Request – Jaipur,medical,blood_donation,critical,Critical,0,Jaipur,Rajasthan,6,,blood_donation,20,1,0,0,whatsapp,blood_donation,medium,beginner,any,blood_donation,0,0,0,Need 20 blood donors urgently in Jaipur. Patient in critical condition
Disaster Relief Support – Nagpur,disaster_relief,flood_relief,critical,Critical,30,Nagpur,Maharashtra,4,,food|blankets,0,0,1,1,email,flood_relief,medium,beginner,any,disaster_relief,0,0,0,"Flood relief needed for 30 people in Nagpur, need food and blankets urgently within 4 hours"
Elderly Care Support – Lucknow,elderly_care,care_home_support,medium,Medium,0,Lucknow,Uttar Pradesh,48,counseling|medical,,200,0,0,0,email,care_home_support,medium,beginner,any,care_home_support,0,0,1,Elderly care home in Lucknow needs 200 volunteers for daily assistance and companionship. Situation is soon.
Childcare Support – Hyderabad,childcare,orphan_support,high,High,10,Hyderabad,Telangana,72,counseling|teaching,,2,0,1,0,phone,orphan_support,medium,beginner,any,orphan_support,0,1,0,Need volunteers to care for 10 orphaned children in Hyderabad disaster relief camp
Cleanup Drive – Mumbai,cleanup,disaster_cleanup,medium,Medium,0,Mumbai,Maharashtra,48,cleanup|logistics,cleaning_supplies,50,0,1,0,whatsapp,disaster_cleanup,high,beginner,any,disaster_cleanup,0,0,0,Post-flood cleanup drive in Mumbai. Need 50 volunteers with cleaning equipment
Education Volunteer Request – Bengaluru,education,supplies_distribution,low,Low,200,Bengaluru,Karnataka,72,,school_supplies|books,6,0,0,0,whatsapp,supplies_distribution,medium,beginner,any,supplies_distribution,0,1,0,Distributing school supplies to 200 children in Bengaluru. Need 6 volunteers
Childcare Support – Kolkata,childcare,childcare_support,medium,Medium,30,Kolkata,West Bengal,48,teaching|counseling,,3,0,0,0,whatsapp,childcare_support,medium,beginner,any,childcare_support,0,1,0,Childcare support needed at relief camp in Kolkata for 30 children while parents work. Situation is this week.
Logistics Volunteer Need – Kochi,logistics,medicine_delivery,high,High,20,Kochi,Kerala,72,driving|logistics,medicine,0,1,0,1,email,medicine_delivery,medium,beginner,any,medicine_delivery,0,0,1,Medicine delivery needed for 20 elderly patients in Kochi within 72 hours. Bike riders needed
Animal Welfare Help – Visakhapatnam,animal_welfare,shelter_support,low,Low,0,Visakhapatnam,Andhra Pradesh,72,,,10,0,0,0,phone,shelter_support,medium,beginner,any,shelter_support,0,0,0,Animal shelter in Visakhapatnam needs 10 volunteers for feeding and care
Logistics Volunteer Need – Guwahati,logistics,patient_transport,high,High,0,Guwahati,Assam,12,driving,,20,1,0,1,phone,patient_transport,medium,beginner,any,patient_transport,0,0,1,Need 20 car/van volunteers to transport elderly people to hospital in Guwahati. Situation is within 12 hours.
Medical Assistance Request – Bengaluru,medical,emergency_medical,critical,Critical,50,Bengaluru,Karnataka,72,medical,,10,1,0,0,phone,emergency_medical,medium,beginner,any,emergency_medical,0,0,0,Medical emergency in Bengaluru. 50 patients need immediate attention. Doctors and nurses required within 72 hours. Situation is immediately.
Awareness Campaign – Pune,awareness,health_awareness,medium,Medium,0,Pune,Maharashtra,72,teaching|counseling,,50,0,0,0,whatsapp,health_awareness,medium,beginner,any,health_awareness,0,0,0,Awareness campaign about dengue fever prevention in Pune. Need 50 volunteers
Disaster Relief Support – Mumbai,disaster_relief,rescue_operation,critical,Critical,50,Mumbai,Maharashtra,48,rescue|driving,,0,0,1,1,whatsapp,rescue_operation,medium,beginner,any,rescue_operation,0,0,0,Landslide in Mumbai has displaced 50 people. Need rescue and relief within 48 hours
Awareness Campaign – Surat,awareness,health_awareness,medium,Medium,0,Surat,Gujarat,72,teaching|counseling,,10,0,0,0,whatsapp,health_awareness,medium,beginner,any,health_awareness,0,0,0,Awareness campaign about dengue fever prevention in Surat. Need 10 volunteers
Food Distribution Need – Bengaluru,food_relief,food_distribution,high,High,0,Bengaluru,Karnataka,24,food_distribution|logistics,,100,0,0,0,whatsapp,food_distribution,medium,beginner,morning,food_distribution,0,0,0,Need 100 volunteers for food distribution in Bengaluru tomorrow morning
Mental Health Support – Kolkata,mental_health,awareness_camp,low,Low,0,Kolkata,West Bengal,72,counseling|teaching,,30,0,0,0,whatsapp,awareness_camp,medium,beginner,weekend,awareness_camp,0,0,0,Mental health awareness camp in Kolkata needs 30 volunteer counselors this weekend
Medical Assistance Request – Surat,medical,emergency_medical,critical,Critical,100,Surat,Gujarat,12,medical,,20,1,0,0,email,emergency_medical,medium,beginner,any,emergency_medical,0,0,0,Medical emergency in Surat. 100 patients need immediate attention. Doctors and nurses required within 12 hours
Medical Assistance Request – Nagpur,medical,medical_camp,medium,Medium,0,Nagpur,Maharashtra,72,medical,,10,0,0,0,whatsapp,medical_camp,medium,experienced,weekend,medical_camp,0,0,0,Free medical camp in Nagpur needs 10 volunteer doctors and paramedics this weekend
